suggerisco suggerisci suggerisce suggeriamo suggerite suggeriscono 
oro ori ora oriamo orate orano 
regalo regali regala regaliamo regalate regalano 
sto stai sta stiamo state stanno 
pongo poni pone poniamo ponete pongono 
prossimo prossimi prossima prossimiamo prossimate prossimano 
salgo sali sale saliamo salite salgono 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
spallo spalli spalla spalliamo spallate spallano 
bello belli bella belliamo bellate bellano 
detto detti detta dettiamo dettate dettano 
chiamo chiami chiama chiamiamo chiamate chiamano 
detto detti detta dettiamo dettate dettano 
dò dai da diamo date danno 
divento diventi diventa diventiamo diventate diventano 
como comi come comiamo comete comono 
sono sei è siamo siete sono 
faccio fai fa faciamo facete facciono 
butto butti butta buttiamo buttate buttano 
guardo guardi guarda guardiamo guardate guardano 
sono sei è siamo siete sono 
piaccio piaci piace piaciamo piacete piaciono 
regalo regali regala regaliamo regalate regalano 
penso pensi pensa pensiamo pensate pensano 
sono sei è siamo siete sono 
coso cosi cosa cosiamo cosate cosano 
dormo dormi dorme dormiamo dormite dormono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
appeno appeni appena appeniamo appenate appenano 
metto metti mette mettiamo mettete mettono 
lego legi lege legiamo legete legono 
sto stai sta stiamo state stanno 
finisco finisci finisce finiamo finite finiscono 
sono sei è siamo siete sono 
entro entri entra entriamo entrate entrano 
— — venta — — — 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
ridotto ridotti ridotta ridottiamo ridottate ridottano 
sbadiglio sbadigli sbadiglia sbadigliamo sbadigliate sbadigliano 
chiudo chiudi chiude chiudiamo chiudete chiudono 
sono sei è siamo siete sono 
giro giri gira giriamo girate girano 
verso versi versa versiamo versate versano 
muro muri mura muriamo murate murano 
cuocio cuoci cuoce c(u)ociamo c(u)ocete cuociono 
accendo accendi accende accendiamo accendete accendono 
comincio cominci comincia cominciamo cominciate cominciano 
ritorno ritorni ritorna ritorniamo ritornate ritornano 
chilometro chilometri chilometra chilometriamo chilometrate chilometrano 
schieno schieni schiena schieniamo schienate schienano 
pezzo pezzi pezza pezziamo pezzate pezzano 
donneggio donneggi donneggia donneggiamo donneggiate donneggiano 
sollevo sollevi solleva solleviamo sollevate sollevano 
naso nasi nasa nasiamo nasate nasano 
sono sei è siamo siete sono 
levo levi leva leviamo levate levano 
puzzo puzzi puzza puzziamo puzzate puzzano 
traffico traffichi traffica traffichiamo trafficate trafficano 
tiro tiri tira tiriamo tirate tirano 
sono sei è siamo siete sono 
attacco attacchi attacca attacchiamo attaccate attaccano 
faccio fai fa faciamo facete facciono 
smorfio smorfi smorfia smorfiamo smorfiate smorfiano 
sono sei è siamo siete sono 
bocco bocchi bocca bocchiamo boccate boccano 
schifo schifi schifa schifiamo schifate schifano 
prendo prendi prende prendiamo prendete prendono 
guardo guardi guarda guardiamo guardate guardano 
blocco blocchi blocca blocchiamo bloccate bloccano 
vanvereggio vanvereggi vanvereggia vanvereggiamo vanvereggiate vanvereggiano 
figlio figli figlia figliamo figliate figliano 
passo passi passa passiamo passate passano 
veggo vedi vede vediamo vedete vedono 
mattino mattini mattina mattiniamo mattinate mattinano 
robo robi roba robiamo robate robano 
vesto vesti veste vestiamo vestite vestono 
dò dai da diamo date danno 
sto stai sta stiamo state stanno 
ancoro ancori ancora ancoriamo ancorate ancorano 
dopo dopi dopa dopiamo dopate dopano 
sono sei è siamo siete sono 
smagrisco smagrisci smagrisce smagriamo smagrite smagriscono 
sono sei è siamo siete sono 
prendo prendi prende prendiamo prendete prendono 
contro contri contra contriamo contrate contrano 
colpisco colpisci colpisce colpiamo colpite colpiscono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
prendo prendi prende prendiamo prendete prendono 
contro contri contra contriamo contrate contrano 
passo passi passa passiamo passate passano 
basso bassi bassa bassiamo bassate bassano 
rosso rossi rossa rossiamo rossate rossano 
tetto tetti tetta tettiamo tettate tettano 
spunto spunti spunta spuntiamo spuntate spuntano 
porto porti porta portiamo portate portano 
pezzo pezzi pezza pezziamo pezzate pezzano 
tengo tieni tiene teniamo tenete tengono 
prosciutto prosciutti prosciutta prosciuttiamo prosciuttate prosciuttano 
macchino macchini macchina macchiniamo macchinate macchinano 
bianco bianchi bianca bianchiamo biancate biancano 
tetto tetti tetta tettiamo tettate tettano 
macchino macchini macchina macchiniamo macchinate macchinano 
sono sei è siamo siete sono 
chiedo chiedi chiede chiediamo chiedete chiedono 
perfetto perfetti perfetta perfettiamo perfettate perfettano 
solo soli sola soliamo solate solano 
sono sei è siamo siete sono 
tolgo togli toglie togliamo togliete tolgono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
stendo stendi stende stendiamo stendete stendono 
lego legi lege legiamo legete legono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
chiamo chiami chiama chiamiamo chiamate chiamano 
sembro sembri sembra sembriamo sembrate sembrano 
prosciutto prosciutti prosciutta prosciuttiamo prosciuttate prosciuttano 
sbaglio sbagli sbaglia sbagliamo sbagliate sbagliano 
sono sei è siamo siete sono 
porto porti porta portiamo portate portano 
esisto esisti esiste esistiamo esistete esistono 
sono sei è siamo siete sono 
rogno rogni rogna rogniamo rognate rognano 
approvvigiono approvvigioni approvvigiona approvvigioniamo approvvigionate approvvigionano 
penso pensi pensa pensiamo pensate pensano 
drogo droghi droga droghiamo drogate drogano 
spengo spegni spegne spegniamo spegnete spengono 
— — luce — — lucono 
sono sei è siamo siete sono 
stanco stanchi stanca stanchiamo stancate stancano 
sono sei è siamo siete sono 
calo cali cala caliamo calate calano 
respiro respiri respira respiriamo respirate respirano 
strano strani strana straniamo stranate stranano 
rumoro rumori rumora rumoriamo rumorate rumorano 
bocco bocchi bocca bocchiamo boccate boccano 
certo certi certa certiamo certate certano 
pungo pugni pugne pugniamo pugnete pungono 
so sai sa sappiamo sapete sanno 
como comi come comiamo comete comono 
sto stai sta stiamo state stanno 
costo costi costa costiamo costate costano 
servo servi serve serviamo servite servono 
faccio fai fa faciamo facete facciono 
giorno giorni giorna giorniamo giornate giornano 
chiudo chiudi chiude chiudiamo chiudete chiudono 
sto stai sta stiamo state stanno 
lontano lontani lontana lontaniamo lontanate lontanano 
sono sei è siamo siete sono 
fato fati fata fatiamo fatate fatano 
addormento addormenti addormenta addormentiamo addormentate addormentano 
giorno giorni giorna giorniamo giornate giornano 
seguo segui segue seguiamo seguite seguono 
dopo dopi dopa dopiamo dopate dopano 
esco esci esce usciamo uscite escono 
metto metti mette mettiamo mettete mettono 
tavolo tavoli tavola tavoliamo tavolate tavolano 
gi(u)oco gi(u)ochi gi(u)oca giochiamo giocate gi(u)ocano 
veggo vedi vede vediamo vedete vedono 
giorno giorni giorna giorniamo giornate giornano 
lego legi lege legiamo legete legono 
parlo parli parla parliamo parlate parlano 
solo soli sola soliamo solate solano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
chiudo chiudi chiude chiudiamo chiudete chiudono 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
voglio vuoi vuole vogliamo volete vogliono 
faccio fai fa faciamo facete facciono 
ruoto ruoti ruota ruotiamo ruotate ruotano 
solo soli sola soliamo solate solano 
sto stai sta stiamo state stanno 
spesso spessi spessa spessiamo spessate spessano 
como comi come comiamo comete comono 
secco secchi secca secchiamo seccate seccano 
prendo prendi prende prendiamo prendete prendono 
campo campi campa campiamo campate campano 
porto porti porta portiamo portate portano 
disto disti dista distiamo distate distano 
palo pali pala paliamo palate palano 
spino spini spina spiniamo spinate spinano 
mangio mangi mangia mangiamo mangiate mangiano 
tremolo tremoli tremola tremoliamo tremolate tremolano 
salgo sali sale saliamo salite salgono 
dò dai da diamo date danno 
campo campi campa campiamo campate campano 
como comi come comiamo comete comono 
taglio tagli taglia tagliamo tagliate tagliano 
mondo mondi monda mondiamo mondate mondano 
volto volti volta voltiamo voltate voltano 
grano grani grana graniamo granate granano 
passo passi passa passiamo passate passano 
fumo fumi fuma fumiamo fumate fumano 
sto stai sta stiamo state stanno 
strado stradi strada stradiamo stradate stradano 
osservo osservi osserva osserviamo osservate osservano 
faccio fai fa faciamo facete facciono 
paio pari pare paiamo parete paiono 
scoppietto scoppietti scoppietta scoppiettiamo scoppiettate scoppiettano 
spio spii spia spiamo spiate spiano 
indico indichi indica indichiamo indicate indicano 
bisbiglio bisbigli bisbiglia bisbigliamo bisbigliate bisbigliano 
sorrido sorridi sorride sorridiamo sorridete sorridono 
strano strani strana straniamo stranate stranano 
sto stai sta stiamo state stanno 
solo soli sola soliamo solate solano 
seggo siedi siede sediamo sedete seggono 
ramo rami rama ramiamo ramate ramano 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
lascio lasci lascia lasciamo lasciate lasciano 
apro apri apre apriamo aprite aprono 
varco varchi varca varchiamo varcate varcano 
resto resti resta restiamo restate restano 
esprobro esprobri esprobra esprobriamo esprobrate esprobrano 
stipo stipi stipa stipiamo stipate stipano 
intorno intorni intorna intorniamo intornate intornano 
paio pari pare paiamo parete paiono 
occo occhi occa occhiamo occate occano 
guardo guardi guarda guardiamo guardate guardano 
vado vai va andiamo andate vanno 
sto stai sta stiamo state stanno 
tranquillo tranquilli tranquilla tranquilliamo tranquillate tranquillano 
giuro giuri giura giuriamo giurate giurano 
sono sei è siamo siete sono 
aspetto aspetti aspetta aspettiamo aspettate aspettano 
comincio cominci comincia cominciamo cominciate cominciano 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
strado stradi strada stradiamo stradate stradano 
porto porti porta portiamo portate portano 
giorno giorni giorna giorniamo giornate giornano 
como comi come comiamo comete comono 
sono sei è siamo siete sono 
scordo scordi scorda scordiamo scordate scordano 
sento senti sente sentiamo sentite sentono 
sento senti senta sentiamo sentate sentano 
posso puoi può possiamo possete possono 
velgo velli velle velliamo vellete velgono 
posso puoi può possiamo possete possono 
penso pensi pensa pensiamo pensate pensano 
sono sei è siamo siete sono 
moro mori more moriamo morete morono 
dopo dopi dopa dopiamo dopate dopano 
mangio mangi mangia mangiamo mangiate mangiano 
sono sei è siamo siete sono 
metto metti mette mettiamo mettete mettono 
lego legi lege legiamo legete legono 
— — luce — — lucono 
premo premi preme premiamo premete premono 
contro contri contra contriamo contrate contrano 
scuro scuri scura scuriamo scurate scurano 
grillo grilli grilla grilliamo grillate grillano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
veggo vedi vede vediamo vedete vedono 
stesso stessi stesse stessiamo stessete stessono 
sposto sposti sposta spostiamo spostate spostano 
como comi come comiamo comete comono 
tappeto tappeti tappeta tappetiamo tappetate tappetano 
spalanco spalanchi spalanca spalanchiamo spalancate spalancano 
occo occhi occa occhiamo occate occano 
buco buchi buca buchiamo bucate bucano 
rosso rossi rossa rossiamo rossate rossano 
grano grani grana graniamo granate granano 
sollevo sollevi solleva solleviamo sollevate sollevano 
esprobro esprobri esprobra esprobriamo esprobrate esprobrano 
divento diventi diventa diventiamo diventate diventano 
coperto coperti coperta copertiamo copertate copertano 
ondeggio ondeggi ondeggia ondeggiamo ondeggiate ondeggiano 
campo campi campa campiamo campate campano 
vengo vieni viene veniamo venite vengono 
addosso addossi addossa addossiamo addossate addossano 
seppellisco seppellisci seppellisce seppelliamo seppellite seppelliscono 
sono sei è siamo siete sono 
risveglio risvegli risveglia risvegliamo risvegliate risvegliano 
bagno bagni bagna bagniamo bagnate bagnano 
vado vai va andiamo andate vanno 
premedito premediti premedita premeditiamo premeditate premeditano 
esco esci esce usciamo uscite escono 
prendo prendi prende prendiamo prendete prendono 
porto porti porta portiamo portate portano 
sono sei è siamo siete sono 
sembro sembri sembra sembriamo sembrate sembrano 
occo occhi occa occhiamo occate occano 
grano grani grana graniamo granate granano 
proprio propri propria propriamo propriate propriano 
cimo cimi cima cimiamo cimate cimano 
solo soli sola soliamo solate solano 
— — luce — — lucono 
comincio cominci comincia cominciamo cominciate cominciano 
scavigliare scavitolare scavizzolare scazzare scazzeggiare scazzottare 
copro copri copre copriamo coprite coprono 
sagrato sagrati sagrata sagratiamo sagratate sagratano 
trattengo trattieni trattiene tratteniamo trattenete trattengono 
uccido uccidi uccide uccidiamo uccidete uccidono 
giuro giuri giura giuriamo giurate giurano 
giuro giuri giura giuriamo giurate giurano 
uccido uccidi uccide uccidiamo uccidete uccidono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
posso puoi può possiamo potete possono 
sono sei è siamo siete sono 
stendo stendi stende stendiamo stendete stendono 
campo campi campa campiamo campate campano 
sono sei è siamo siete sono 
attraverso attraversi attraversa attraversiamo attraversate attraversano 
vado vai va andiamo andate vanno 
dò dai da diamo date danno 
importo importi importa importiamo importate importano 
sono sei è siamo siete sono 
giorno giorni giorna giorniamo giornate giornano 
sono sei è siamo siete sono 
como comi come comiamo comete comono 
scarico scarichi scarica scarichiamo scaricate scaricano 
loro lori lora loriamo lorate lorano 
buco buchi buca buchiamo bucate bucano 
seppellisco seppellisci seppellisce seppelliamo seppellite seppelliscono 
indietro indietri indietra indietriamo indietrate indietrano 
indietro indietri indietra indietriamo indietrate indietrano 
detto detti detta dettiamo dettate dettano 
giro giri gira giriamo girate girano 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
sono sei è siamo siete sono 
lancio lanci lancia lanciamo lanciate lanciano 
grano grani grana graniamo granate granano 
pedalo pedali pedala pedaliamo pedalate pedalano 
como comi come comiamo comete comono 
dispero disperi dispera disperiamo disperate disperano 
spero speri spera speriamo sperate sperano 
schieno schieni schiena schieniamo schienate schienano 
mostro mostri mostra mostriamo mostrate mostrano 
nascondo nascondi nasconde nascondiamo nascondete nascondono 
secco secchi secca secchiamo seccate seccano 
lascio lasci lascia lasciamo lasciate lasciano 
rimango rimani rimane rimaniamo rimanete rimangono 
solo soli sola soliamo solate solano 
unizzo unizzi unizza unizziamo unizzate unizzano 
campo campi campa campiamo campate campano 
arreto arreti arreta arretiamo arretate arretano 
fino fini fina finiamo finate finano 
libero liberi libera liberiamo liberate liberano 
sono sei è siamo siete sono 
vicino vicini vicina viciniamo vicinate vicinano 
punto punti punta puntiamo puntate puntano 
como comi come comiamo comete comono 
veggo vedi vede vediamo vedete vedono 
corno corni corna corniamo cornate cornano 
sono sei è siamo siete sono 
falco falchi falca falchiamo falcate falcano 
frego freghi frega freghiamo fregate fregano 
corno corni corna corniamo cornate cornano 
basto basti basta bastiamo bastate bastano 
faccio fai fa faciamo facete facciono 
celo celi cela celiamo celate celano 
faccio fai fa faciamo facete facciono 
importo importi importa importiamo importate importano 
sono sei è siamo siete sono 
veggo vedi vede vediamo vedete vedono 
vicino vicini vicina viciniamo vicinate vicinano 
faccio fai fa faciamo facete facciono 
spazio spazi spazia spaziamo spaziate spaziano 
sono sei è siamo siete sono 
vivucchio vivucchi vivucchia vivucchiamo vivucchiate vivucchiano 
sono sei è siamo siete sono 
rimango rimani rimane rimaniamo rimanete rimangono 
solo soli sola soliamo solate solano 
volto volti volta voltiamo voltate voltano 
parlo parli parla parliamo parlate parlano 
giorno giorni giorna giorniamo giornate giornano 
chiedo chiedi chiede chiediamo chiedete chiedono 
litigo litighi litiga litighiamo litigate litigano 
litigo litighi litiga litighiamo litigate litigano 
sto stai sta stiamo state stanno 
rispondo rispondi risponde rispondiamo rispondete rispondono 
poggio poggi poggia poggiamo poggiate poggiano 
sono sei è siamo siete sono 
stronzo stronzi stronza stronziamo stronzate stronzano 
sono sei è siamo siete sono 
asciugo asciughi asciuga asciughiamo asciugate asciugano 
vado vai va andiamo andate vanno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
tano tani tana taniamo tanate tanano 
sono sei è siamo siete sono 
corro corri corre corriamo correte corrono 
sono sei è siamo siete sono 
lontano lontani lontana lontaniamo lontanate lontanano 
fino fini fina finiamo finate finano 
sono sei è siamo siete sono 
proseguo prosegui prosegue proseguiamo proseguite proseguono 
arrivo arrivi arriva arriviamo arrivate arrivano 
metto metti mette mettiamo mettete mettono 
frego freghi frega freghiamo fregate fregano 
dico dici dice diciamo dicete dicono 
ideo idei idea ideiamo ideate ideano 
tano tani tana taniamo tanate tanano 
faccio fai fa faciamo facete facciono 
perdo perdi perde perdiamo perdete perdono 
faccio fai fa faciamo facete facciono 
fendo fendi fende fendiamo fendete fendono 
sorrido sorridi sorride sorridiamo sorridete sorridono 
guardo guardi guarda guardiamo guardate guardano 
allungo allunghi allunga allunghiamo allungate allungano 
so sai sa sappiamo sapete sanno 
sto stai sta stiamo state stanno 
vengo vieni viene veniamo venite vengono 
maestro maestri maestra maestriamo maestrate maestrano 
detto detti detta dettiamo dettate dettano 
parlo parli parla parliamo parlate parlano 
sono sei è siamo siete sono 
bello belli bella belliamo bellate bellano 
scasso scassi scassa scassiamo scassate scassano 
como comi come comiamo comete comono 
strappo strappi strappa strappiamo strappate strappano 
ciuffo ciuffi ciuffa ciuffiamo ciuffate ciuffano 
sono sei è siamo siete sono 
vado vai va andiamo andate vanno 
dò dai da diamo date danno 
guardo guardi guarda guardiamo guardate guardano 
sorprendo sorprendi sorprende sorprendiamo sorprendete sorprendono 
vado vai va andiamo andate vanno 
tiro tiri tira tiriamo tirate tirano 
sto stai sta stiamo state stanno 
sollevo sollevi solleva solleviamo sollevate sollevano 
so sai sa sappiamo sapete sanno 
vivo vivi vive viviamo vivete vivono 
piano piani piana pianiamo pianate pianano 
compro compri compra compriamo comprate comprano 
vado vai va andiamo andate vanno 
prendo prendi prende prendiamo prendete prendono 
sasso sassi sassa sassiamo sassate sassano 
passo passi passa passiamo passate passano 
dò dai da diamo date danno 
torno torni torna torniamo tornate tornano 
veggo vedi vede vediamo vedete vedono 
maestro maestri maestra maestriamo maestrate maestrano 
guardo guardi guarda guardiamo guardate guardano 
sussurro sussurri sussurra sussurriamo sussurrate sussurrano 
dispiaccio dispiaci dispiace dispiaciamo dispiacete dispiaciono 
guardo guardi guarda guardiamo guardate guardano 
vado vai va andiamo andate vanno 
fedecommetto fedecommetti fedecommette fedecommettiamo fedecommettete fedecommettono 
sono sei è siamo siete sono 
scatto scatti scatta scattiamo scattate scattano 
urlo urli urla urliamo urlate urlano 
appollaio appollai appollaia appollaiamo appollaiate appollaiano 
posso puoi può possiamo potete possono 
sono sei è siamo siete sono 
sbatto sbatti sbatte sbattiamo sbattete sbattono 
contro contri contra contriamo contrate contrano 
strillo strilli strilla strilliamo strillate strillano 
libero liberi libera liberiamo liberate liberano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
velo veli vela veliamo velate velano 
sono sei è siamo siete sono 
sbuffo sbuffi sbuffa sbuffiamo sbuffate sbuffano 
improvviso improvvisi improvvisa improvvisiamo improvvisate improvvisano 
rimango rimani rimane rimaniamo rimanete rimangono 
sono sei è siamo siete sono 
posso puoi può possiamo potete possono 
scavigliare scavitolare scavizzolare scazzare scazzeggiare scazzottare 
acquo acqui acqua acquiamo acquate acquano 
sto stai sta stiamo state stanno 
sdraio sdrai sdraia sdraiamo sdraiate sdraiano 
testo testi testa testiamo testate testano 
mango mani mane maniamo manete mangono 
tranquillo tranquilli tranquilla tranquilliamo tranquillate tranquillano 
grullo grulli grulla grulliamo grullate grullano 
costruisco costruisci costruisce costruiamo costruite costruiscono 
sono sei è siamo siete sono 
seggo siedi siede sediamo sedete seggono 
incerchio incerchi incerchia incerchiamo incerchiate incerchiano 
sono sei è siamo siete sono 
sbraco sbrachi sbraca sbrachiamo sbracate sbracano 
seggiolo seggioli seggiola seggioliamo seggiolate seggiolano 
ferro ferri ferra ferriamo ferrate ferrano 
volo voli vola voliamo volate volano 
butto butti butta buttiamo buttate buttano 
stesso stessi stesse stessiamo stessete stessono 
pongo poni pone poniamo ponete pongono 
legno legni legna legniamo legnate legnano 
salgo sali sale saliamo salite salgono 
costruisco costruisci costruisce costruiamo costruite costruiscono 
sembro sembri sembra sembriamo sembrate sembrano 
chiacchiero chiacchieri chiacchiera chiacchieriamo chiacchierate chiacchierano 
sto stai sta stiamo state stanno 
sempiternare semplicizzare semplificare senapizzare senilizzare sensazionalizzare 
como comi come comiamo comete comono 
parlo parli parla parliamo parlate parlano 
silenzio silenzi silenzia silenziamo silenziate silenziano 
sono sei è siamo siete sono 
piaccio piaci piace piaciamo piacete piaciono 
metto metti mette mettiamo mettete mettono 
pimento pimenti pimenta pimentiamo pimentate pimentano 
sento senti sente sentiamo sentite sentono 
vado vai va andiamo andate vanno 
premedito premediti premedita premeditiamo premeditate premeditano 
— — gela — — gelano 
soldo soldi solda soldiamo soldate soldano 
noio noi noia noiamo noiate noiano 
soldo soldi solda soldiamo soldate soldano 
basto basti basta bastiamo bastate bastano 
veno veni vena veniamo venate venano 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
noio noi noia noiamo noiate noiano 
veggo vedi vede vediamo vedete vedono 
riempio riempi riempie riempiamo riempiete riempiono 
— — gela — — gelano 
divento diventi diventa diventiamo diventate diventano 
ancoro ancori ancora ancoriamo ancorate ancorano 
faccio fai fa faciamo facete facciono 
insegno insegni insegna insegniamo insegnate insegnano 
so sai sa sappiamo sapete sanno 
loro lori lora loriamo lorate lorano 
naturo naturi natura naturiamo naturate naturano 
rispondo rispondi risponde rispondiamo rispondete rispondono 
volto volti volta voltiamo voltate voltano 
chiedo chiedi chiede chiediamo chiedete chiedono 
sono sei è siamo siete sono 
vado vai va andiamo andate vanno 
faccio fai fa faciamo facete facciono 
vado vai va andiamo andate vanno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
seguito seguiti seguita seguitiamo seguitate seguitano 
dò dai da diamo date danno 
sono sei è siamo siete sono 
naturo naturi natura naturiamo naturate naturano 
so sai sa sappiamo sapete sanno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
chiedo chiedi chiede chiediamo chiedete chiedono 
so sai sa sappiamo sapete sanno 
insegno insegni insegna insegniamo insegnate insegnano 
sono sei è siamo siete sono 
alzo alzi alza alziamo alzate alzano 
dò dai da diamo date danno 
calcio calci calcia calciamo calciate calciano 
parto parti parte partiamo partite partono 
strado stradi strada stradiamo stradate stradano 
ideo idei idea ideiamo ideate ideano 
vado vai va andiamo andate vanno 
pongo poni pone poniamo ponete pongono 
volto volti volta voltiamo voltate voltano 
posso puoi può possiamo potete possono 
raffronto raffronti raffronta raffrontiamo raffrontate raffrontano 
sono sei è siamo siete sono 
volto volti volta voltiamo voltate voltano 
sono sei è siamo siete sono 
prendo prendi prende prendiamo prendete prendono 
petto petti petta pettiamo pettate pettano 
stomaco stomachi stomaca stomachiamo stomacate stomacano 
sono sei è siamo siete sono 
strizzo strizzi strizza strizziamo strizzate strizzano 
sono sei è siamo siete sono 
vado vai va andiamo andate vanno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
lontano lontani lontana lontaniamo lontanate lontanano 
metto metti mette mettiamo mettete mettono 
pimento pimenti pimenta pimentiamo pimentate pimentano 
faccio fai fa faciamo facete facciono 
verso versi versa versiamo versate versano 
metto metti mette mettiamo mettete mettono 
pimento pimenti pimenta pimentiamo pimentate pimentano 
chiedo chiedi chiede chiediamo chiedete chiedono 
velgo velli velle velliamo vellete velgono 
sembro sembri sembra sembriamo sembrate sembrano 
vado vai va andiamo andate vanno 
volto volti volta voltiamo voltate voltano 
sono sei è siamo siete sono 
entro entri entra entriamo entrate entrano 
solo soli sola soliamo solate solano 
detto detti detta dettiamo dettate dettano 
guardo guardi guarda guardiamo guardate guardano 
capisco capisci capisce capiamo capite capiscono 
chiedo chiedi chiede chiediamo chiedete chiedono 
riesco riesci riesce riusciamo riuscite riescono 
paperare papillare papineggiare pappagallare pappagalleggiare pappare 
salgo sali sale saliamo salite salgono 
balbetto balbetti balbetta balbettiamo balbettate balbettano 
so sai sa sappiamo sapete sanno 
liquido liquidi liquida liquidiamo liquidate liquidano 
— — gela — — gelano 
scendo scendi scende scendiamo scendete scendono 
testo testi testa testiamo testate testano 
collo colli colla colliamo collate collano 
fianco fianchi fianca fianchiamo fiancate fiancano 
mobilio mobili mobilia mobiliamo mobiliate mobiliano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
cucino cucini cucina cuciniamo cucinate cucinano 
robo robi roba robiamo robate robano 
chiedo chiedi chiede chiediamo chiedete chiedono 
vado vai va andiamo andate vanno 
scosso scossi scossa scossiamo scossate scossano 
testo testi testa testiamo testate testano 
sono sei è siamo siete sono 
lontano lontani lontana lontaniamo lontanate lontanano 
vado vai va andiamo andate vanno 
posso puoi può possiamo possete possono 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
segreto segreti segreta segretiamo segretate segretano 
prendo prendi prende prendiamo prendete prendono 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
vengo vieni viene veniamo venite vengono 
voglio vuoi vuole vogliamo volete vogliono 
velgo velli velle velliamo vellete velgono 
vengo vieni viene veniamo venite vengono 
domando domandi domanda domandiamo domandate domandano 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
alzo alzi alza alziamo alzate alzano 
chiedo chiedi chiede chiediamo chiedete chiedono 
fò fai fa facciamo fate fanno 
assicuro assicuri assicura assicuriamo assicurate assicurano 
domando domandi domanda domandiamo domandate domandano 
vengo vieni viene veniamo venite vengono 
aspetto aspetti aspetta aspettiamo aspettate aspettano 
diposito dipositi diposita dipositiamo dipositate dipositano 
sto stai sta stiamo state stanno 
faccio fai fa faciamo facete facciono 
occo occhi occa occhiamo occate occano 
faccio fai fa faciamo facete facciono 
vado vai va andiamo andate vanno 
sono sei è siamo siete sono 
metto metti mette mettiamo mettete mettono 
vado vai va andiamo andate vanno 
sono sei è siamo siete sono 
salto salti salta saltiamo saltate saltano 
vado vai va andiamo andate vanno 
como comi come comiamo comete comono 
solo soli sola soliamo solate solano 
peso pesi pesa pesiamo pesate pesano 
ammasso ammassi ammassa ammassiamo ammassate ammassano 
accalco accalchi accalca accalchiamo accalcate accalcano 
sopro sopri sopra sopriamo soprate soprano 
noio noi noia noiamo noiate noiano 
como comi come comiamo comete comono 
battaglio battagli battaglia battagliamo battagliate battagliano 
cupo cupi cupe cupiamo cupete cupono 
sono sei è siamo siete sono 
opaco opachi opaca opachiamo opacate opacano 
torbido torbidi torbida torbidiamo torbidate torbidano 
como comi come comiamo comete comono 
schermo schermi scherma schermiamo schermate schermano 
faccio fai fa faciamo facete facciono 
freddo freddi fredda freddiamo freddate freddano 
tiro tiri tira tiriamo tirate tirano 
lato lati late latiamo latete latono 
campo campi campa campiamo campate campano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
formo formi forma formiamo formate formano 
spettino spettini spettina spettiniamo spettinate spettinano 
grano grani grana graniamo granate granano 
guardo guardi guarda guardiamo guardate guardano 
preoccupo preoccupi preoccupa preoccupiamo preoccupate preoccupano 
metto metti mette mettiamo mettete mettono 
sento senti sente sentiamo sentite sentono 
premo premi preme premiamo premete premono 
stomaco stomachi stomaca stomachiamo stomacate stomacano 
resto resti resta restiamo restate restano 
rotolo rotoli rotola rotoliamo rotolate rotolano 
pancio panci pancia panciamo panciate panciano 
manco manchi manca manchiamo mancate mancano 
velo veli vela veliamo velate velano 
bagno bagni bagna bagniamo bagnate bagnano 
schieno schieni schiena schieniamo schienate schienano 
collo colli colla colliamo collate collano 
sto stai sta stiamo state stanno 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
pezzo pezzi pezza pezziamo pezzate pezzano 
sbriciolo sbricioli sbriciola sbricioliamo sbriciolate sbriciolano 
devio devi devia deviamo deviate deviano 
tonneggio tonneggi tonneggia tonneggiamo tonneggiate tonneggiano 
torno torni torna torniamo tornate tornano 
colpo colpi colpa colpiamo colpate colpano 
torno torni torna torniamo tornate tornano 
